name,photo_url
Pietra Tordin,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/0faee2ad9e40492cbb9336bcbf79d651
Morgan Messner,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/16cdad396ff94e7e8174cb37ad24f4c1
Carolyn Calzada,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/1e26ef7b8de140f1bb2ee7bcefdcbfe7
Morgan Weaver,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/2257efccf0f246d7a3943fdf31185577
Shae Harvey,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Sophia Wilson,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/40a07c6e4fd74acd864ee7f812351843
Mimi Alidou,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/452e1e88a12648b18de7e60d6da83626
Mallie McKenzie,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/4829883bb4dc4fa48b63d43b720a4307
Erin McKinney,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Mackenzie Wood,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/73d2d58e884c4af09534e7a45194980d
Maddie Padelski,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/743907f6c95f40de9cac86cc0aeb2e5e
Marie Müller,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/7ff572896b4146d78ff5e10f1d8d65ab
Julie Dufour,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/81619aa8f0b94bbd8e20e7f665ae8f59
Bella Bixby,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/84b30914edbb45ddb082f69074fb818a
Jessie Fleming,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/8513285029bf40cb99fa4947006018a2
Cassandra Bogere,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Mackenzie Arnold,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/9ccd079f4b56432e8f21ede69aabddee
Sam Hiatt,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/aa256aeb38a8454589438798a521ae12
Isabella Obaze,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/ab5925e484b549b084e72c85df4de7df
Renee Lyles,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Jennie Immethun,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Reyna Reyes,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/b936d03963c947e7a137521ff4f578b3
Valerin Loboa,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/bdd7739110444a1d831efa276c9e6006
Jayden Perry,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/d2e295e660ac4110bb3ab9be9185c86d
Reilyn Turner,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/d512157412184783822bc2cf21db09bf
Alexa Spaanstra,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/d5c841dcdea54696979eda5b6d0fbdb6
Deyna Castellanos,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/dc5b62503b254bc7b911b31b48969494
Olivia Moultrie,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/e36d5228fd7541d394bb2df04fded14f
Daiane Limeira Santos Silva,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/e3a4b9a720014da8a851e9d8f3892aed
M.A. Vignola,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/efa33936147948539e131def3f2df42a
Taylor White,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/013bc7a18d344452bd3002c22b237f64
Macey Hodge,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/0953a675c64f45529f01d7a21eadc22a
Rachel Hill,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/0b39e888cd6f4316b0765895dcfdf2fb
Taylor Flint,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/133304d476e84b6cbc5409243d94af4a
Mirann Gacioch,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/1cc39af6408b4d09bbc5d355ca02cd61
Erynn Floyd,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/fallbacklogo.svg
Marisa DiGrande,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/23ce38b9dd0049b59a8ac2321fb8710f
Savannah DeMelo,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/246a5773039447a9aa48ead166b1f174
Maja Lardner,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/28ce5cac9ab94671b346c10e85b9d9b5
Lauren Milliet,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/2b1dd3812dc04c7c8f3cdd0b7bae1d4f
Macy Blackburn,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/3295626be24e453abe27e04c004ff97e
Cristina Roque,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/341dc1ea4fd04ccf89d8aac5f0479789
Ella Hase,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/355380d7c8ac4d0d817699ab64256714
Jordyn Bloomer,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/3b960ea4fb40463695905d6c8a07383e
Courtney Petersen,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/5c1e1c261d6a4a349b24573eaed3bf49
Olivia Sekany,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/76cb19f0876b4ae7b1bcd2cc804d8709
Kayla Fischer,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/80578bb876844892bf7fa6822bdb89b3
Audrey McKeen,https://images.nwslsoccer.com/image/private/t_w_120/prd/assets/widgets/players/81893f175a814e48bb103cda269cde2a
